id,price_doc
30581,4451764.61385
30582,12228018.6701
30583,7383537.08896
30584,4767077.25078
30585,3132634.12189
30586,9944093.17881
30587,5575245.09855
30588,7345021.16948
30589,4569927.88882
30590,10735153.604
30591,4762916.2743
30592,7022540.04223
30593,7765702.04376
30594,6039593.2071
30595,4679227.6633
30596,6980260.35619
30597,6416098.26542
30598,9797158.51993
30599,9514649.20823
30600,5137677.36873
30601,5844094.64588
30602,2255807.95723
30603,12901617.1558
30604,4500912.1988
30605,6506499.36709
30606,12352025.7661
30607,5975597.48845
30608,9893867.46968
30609,5694169.32066
30610,3201434.9691
30611,5917548.59871
30612,6981097.34011
30613,6808450.37111
30614,17736568.0752
30615,7259379.68576
30616,5973871.47784
30617,9312192.56698
30618,5269556.09152
30619,4315402.50842
30620,2785767.81328
30621,8736665.92655
30622,7805489.92993
30623,5693023.74592
30624,6675989.51217
30625,7765585.81014
30626,5964878.52411
30627,6376735.08107
30628,6369477.84393
30629,5515374.88548
30630,4744675.17089
30631,6572081.37212
30632,4362828.89315
30633,5124602.67679
30634,11420276.7145
30635,9900829.3239
30636,5620600.07299
30637,9622788.16099
30638,5805115.05685
30639,7445904.68524
30640,4762020.66445
30641,7656370.08611
30642,6857778.30658
30643,6585345.58049
30644,9767250.11291
30645,7727082.79524
30646,4411710.02455
30647,4950440.22588
30648,16801264.7553
30649,2740643.76461
30650,4792869.93306
30651,2978110.26142
30652,4733126.15251
30653,6919300.40474
30654,5030792.54973
30655,11660059.1318
30656,3925426.62232
30657,5651710.59297
30658,8906248.05673
30659,4920604.86949
30660,8996360.90687
30661,6809379.48049
30662,9179605.69662
30663,13817508.3801
30664,12432202.5013
30665,5748944.02072
30666,2774059.8855
30667,4294813.7172
30668,8072460.20974
30669,4697328.17015
30670,2686367.68266
30671,7458829.4488
30672,11974654.5825
30673,9692129.92663
30674,9235537.89192
30675,2349104.70872
30676,7371884.95114
30677,3995401.98652
30678,18078312.5708
30679,5087745.89305
30680,5336995.12688
30681,2457394.68645
30682,7070072.94798
30683,9921657.83635
30684,4207484.5712
30685,6311372.12883
30686,9944533.12578
30687,4953297.56119
30688,5045770.54482
30689,15714528.9663
30690,20170002.4252
30691,4263110.4068
30692,5485734.06437
30693,9728803.27225
30694,4878040.66142
30695,7308377.21261
30696,6445185.76858
30697,11402468.739
30698,3502146.22896
30699,4960222.3895
30700,5371832.07837
30701,9743361.07028
30702,6315826.68953
30703,4108588.50532
30704,12964472.0094
30705,8271993.44061
30706,13125171.9963
30707,3720570.97289
30708,12420184.3124
30709,5488525.07931
30710,7942313.71604
30711,5019957.67295
30712,4048391.66198
30713,5225247.83542
30714,7031528.43189
30715,4086129.58608
30716,9903591.0703
30717,6112346.36437
30718,12416770.6702
30719,10608049.5445
30720,4705952.44105
30721,3327791.70852
30722,7142043.31512
30723,6473694.2652
30724,12283215.8745
30725,6133323.99375
30726,11569384.8365
30727,10359548.6982
30728,8437482.33173
30729,3649549.72257
30730,5542918.98699
30731,6505748.15657
30732,4504675.32514
30733,6395403.68101
30734,6937073.62542
30735,5844550.63391
30736,5836754.21109
30737,5982613.13695
30738,6292417.17846
30739,4147901.18909
30740,7393473.14122
30741,8895799.21761
30742,4325866.86445
30743,5199690.7417
30744,9628757.51907
30745,7139344.85074
30746,5845715.79564
30747,12939946.0018
30748,14990588.7469
30749,4567851.74016
30750,7030083.34053
30751,3791466.22628
30752,6849293.36555
30753,11029397.7699
30754,3566074.28495
30755,5271692.28869
30756,6301719.58643
30757,5790411.17101
30758,9191460.88382
30759,4128391.66923
30760,4969881.90296
30761,8741352.79857
30762,6721515.91061
30763,13465602.9811
30764,5673538.39999
30765,5556521.04242
30766,3981519.18907
30767,7952624.93451
30768,4370934.80695
30769,6042053.54966
30770,5747296.41999
30771,3409997.92042
30772,7158577.60084
30773,7604523.84687
30774,5940626.36021
30775,10418770.5642
30776,4498934.21977
30777,5739106.66608
30778,9145091.14448
30779,5940977.79916
30780,7055213.84067
30781,6773435.56149
30782,4685186.59762
30783,5405415.47496
30784,3934993.3217
30785,4903577.33544
30786,4491220.90471
30787,6431510.44663
30788,5465754.91166
30789,7310792.79732
30790,6025316.73282
30791,10705067.6018
30792,7116933.84927
30793,10429648.9144
30794,12717487.4963
30795,7104698.42589
30796,9119130.49904
30797,15606839.5017
30798,3096104.78757
30799,10620156.2821
30800,14384611.8655
30801,6505030.29179
30802,15595250.5306
30803,2999173.46483
30804,3946770.11508
30805,12768815.6843
30806,6944998.78562
30807,5851372.75688
30808,8480960.18935
30809,5390447.8191
30810,11353221.3791
30811,3725639.69967
30812,4488388.66253
30813,4364627.46872
30814,3047527.90216
30815,4346032.46431
30816,7653689.19559
30817,2317519.89058
30818,7933470.37446
30819,9598462.12845
30820,4752274.24938
30821,16502946.2422
30822,7245497.1724
30823,6749536.46928
30824,3791719.25081
30825,5120650.76766
30826,10356015.2817
30827,5514026.71967
30828,5347837.43778
30829,5637285.0294
30830,9960660.25783
30831,4141566.89914
30832,6019040.33304
30833,4701270.84149
30834,4032262.42949
30835,8023391.2295
30836,6424389.02384
30837,5191415.87063
30838,3400175.24413
30839,5400997.86105
30840,10475360.1777
30841,10627729.1052
30842,7180108.64466
30843,4904528.79701
30844,6027388.64682
30845,7351169.9926
30846,4467878.73926
30847,3505921.72256
30848,8849050.51147
30849,4751619.92165
30850,4003509.25991
30851,4902756.59652
30852,7258936.8841
30853,4205944.70128
30854,4161347.5691
30855,6248302.55133
30856,9446695.38228
30857,2458338.32646
30858,4519458.05817
30859,5410323.79031
30860,5405181.34813
30861,9569858.72067
30862,6453274.85463
30863,5053483.41081
30864,5809043.38671
30865,8775750.24004
30866,6562355.52924
30867,4977875.33909
30868,7862618.44493
30869,4012174.98231
30870,1806417.14408
30871,6641585.69166
30872,4867529.27156
30873,3978190.60647
30874,5361439.0375
30875,6009879.9506
30876,5254625.98453
30877,9145976.43082
30878,5856448.45652
30879,10427073.1689
30880,6491956.13554
30881,2345111.92043
30882,8884448.54075
30883,2979196.66503
30884,5889258.23905
30885,5611328.97858
30886,7017055.00952
30887,4937109.10762
30888,4642172.83343
30889,4478111.26479
30890,7115510.273
30891,3955743.41546
30892,3968589.58522
30893,4477832.20351
30894,4474781.58672
30895,4679179.45653
30896,5545440.93298
30897,8049125.22524
30898,7088112.6125
30899,6351696.75152
30900,3480258.34073
30901,6251183.0478
30902,2344206.95162
30903,6239227.36222
30904,6959668.4597
30905,5814105.46565
30906,6751395.43858
30907,11556700.0242
30908,4418777.53224
30909,8245397.64562
30910,7792857.56771
30911,3921762.44073
30912,6449334.41787
30913,18137860.9999
30914,5736334.26197
30915,7780005.83507
30916,6060365.21936
30917,8103925.97691
30918,6873611.06382
30919,5306341.69434
30920,4376861.0116
30921,3813383.51864
30922,5916433.51013
30923,3627465.07946
30924,5332655.88208
30925,12988003.6858
30926,6443797.88831
30927,8002888.71017
30928,3829976.07067
30929,5367576.17685
30930,9534589.67026
30931,12085023.8456
30932,4495378.24462
30933,4445752.13132
30934,13336647.1061
30935,6769461.22016
30936,6564310.40438
30937,9809189.41628
30938,2941012.29485
30939,9346193.84312
30940,6166898.63335
30941,5320080.56869
30942,3813268.99415
30943,7306292.73624
30944,5295818.29534
30945,3303449.69498
30946,13403503.34
30947,5400139.08312
30948,8115358.05032
30949,6655191.78062
30950,5104204.35363
30951,14502112.3046
30952,7210521.75288
30953,7149377.48482
30954,5070263.62934
30955,7122079.63896
30956,5049033.31415
30957,5357291.59426
30958,27958200.8918
30959,6742007.20299
30960,8036328.61894
30961,6993628.79851
30962,10168483.0855
30963,3910017.7455
30964,3657421.89166
30965,7479190.96372
30966,7970524.35057
30967,11313823.7177
30968,3312675.24195
30969,3769667.41
30970,6686755.91742
30971,10633889.4534
30972,3775465.36278
30973,5173057.04064
30974,5140059.78291
30975,7291216.43676
30976,5120954.68546
30977,5700027.24843
30978,8463142.4501
30979,3607228.11948
30980,7590989.96868
30981,5540836.52317
30982,7975280.84763
30983,3983827.38496
30984,5892400.55059
30985,3856979.42342
30986,9445759.18367
30987,6845923.17914
30988,5136251.05796
30989,7644038.44402
30990,11144585.0182
30991,5990528.35891
30992,2700798.65788
30993,6942023.86608
30994,3779425.97204
30995,6091198.58132
30996,5875515.12796
30997,6930797.83254
30998,3049746.32144
30999,5738480.71003
31000,6508892.16197
31001,6519558.24021
31002,8985802.16704
31003,7926100.24814
31004,4168230.18751
31005,3397483.35887
31006,7262384.5682
31007,3708697.85804
31008,5167405.57822
31009,6187348.82351
31010,5698046.73726
31011,4724016.86213
31012,6124558.52685
31013,8046587.10629
31014,13027982.4233
31015,5384050.55953
31016,4814047.2483
31017,9321140.19355
31018,4296436.33255
31019,4583497.88238
31020,6380152.51528
31021,12804008.6048
31022,20356239.8259
31023,9481782.21417
31024,3825993.5914
31025,5997196.90041
31026,6146739.05168
31027,4503556.39781
31028,3921465.31922
31029,5960073.02607
31030,7070586.66232
31031,10608007.7814
31032,8302934.73445
31033,7058866.45127
31034,5074325.65496
31035,9889632.81706
31036,6638320.31662
31037,26772251.0702
31038,4272944.11298
31039,6290374.28521
31040,5456054.81274
31041,4261769.22652
31042,3613969.15936
31043,5607620.45735
31044,8161299.19974
31045,6540975.45127
31046,14330491.4248
31047,5406716.97507
31048,6111519.74685
31049,6097523.45123
31050,7441602.89935
31051,6624100.74469
31052,3966473.83906
31053,17755976.8552
31054,6459796.00681
31055,5750641.37655
31056,12812566.4672
31057,5529856.41563
31058,6522638.30951
31059,3140409.07264
31060,7437458.18499
31061,6644171.66389
31062,5971663.29308
31063,3696593.22705
31064,4962007.70738
31065,8449367.8643
31066,4366525.56727
31067,6057308.3507
31068,4092576.91581
31069,4692072.4501
31070,4931096.13269
31071,3590584.2621
31072,5779570.85482
31073,2337115.26883
31074,6608411.72084
31075,6708319.85849
31076,6987271.55609
31077,5854878.84779
31078,4171436.63528
31079,5240195.55891
31080,6233107.10562
31081,2772318.39415
31082,5892000.63023
31083,5330819.79154
31084,9493323.37093
31085,8296653.5072
31086,3964875.1461
31087,4540836.87908
31088,6395447.56556
31089,5426349.67041
31090,31558608.6374
31091,2987030.64824
31092,7562324.01965
31093,5735946.48729
31094,5254685.93415
31095,4501226.41666
31096,20957405.5014
31097,7544755.13267
31098,8581960.01127
31099,12337656.1329
31100,4461016.86869
31101,4331847.11809
31102,3365332.89796
31103,7443600.73652
31104,2595938.97248
31105,6896461.62332
31106,4691630.22894
31107,16677779.6123
31108,5874438.51278
31109,5455773.46325
31110,9624543.70659
31111,9608031.53079
31112,5751597.63874
31113,3628879.1437
31114,4447399.32415
31115,5486913.90708
31116,4079242.44147
31117,6047508.18764
31118,3907802.72146
31119,2985947.43827
31120,4835203.94371
31121,5929818.58848
31122,6429505.63963
31123,4656025.54471
31124,4318911.09569
31125,9111656.06193
31126,5686758.35523
31127,5718726.91161
31128,4809741.00225
31129,5316709.1826
31130,7934525.00783
31131,7268608.23564
31132,7559830.21843
31133,8955072.57351
31134,6083313.84014
31135,6683475.08409
31136,7496039.02232
31137,3349941.20899
31138,6324719.19103
31139,3899843.23523
31140,6197099.57437
31141,5778109.09301
31142,8105903.73686
31143,5480396.43153
31144,3399833.6018
31145,5261429.81104
31146,2724082.04798
31147,7946766.71729
31148,5626253.62364
31149,2364079.68112
31150,8797686.46554
31151,3514727.69085
31152,7572980.46664
31153,5231975.11629
31154,4537569.8479
31155,5698712.00783
31156,5902946.86349
31157,3773272.84251
31158,7796133.94678
31159,6475188.0616
31160,5176067.18854
31161,3659532.10813
31162,4905257.91867
31163,4909798.38
31164,6321357.68057
31165,6694532.3011
31166,5764010.53502
31167,6206832.72517
31168,8861192.71367
31169,6404902.22765
31170,5407572.12271
31171,6841809.35867
31172,5336067.08223
31173,7697254.85937
31174,8143528.66275
31175,8812532.15393
31176,4771621.76288
31177,8699249.28472
31178,4188971.28943
31179,3766436.91756
31180,4050699.98765
31181,6316290.82383
31182,5169897.7949
31183,8699927.91555
31184,4376133.63584
31185,4064629.24793
31186,8140799.12223
31187,3705908.5903
31188,4608287.27661
31189,5033076.66815
31190,3692877.75974
31191,8410578.39817
31192,3864323.84318
31193,5942004.75762
31194,10833622.3667
31195,5719778.94758
31196,3232904.27109
31197,8480649.94146
31198,4969506.43274
31199,5845291.20184
31200,6993379.37061
31201,2784804.77586
31202,3954192.44558
31203,6493424.1092
31204,3764768.06128
31205,8417822.3417
31206,4883737.93588
31207,4091707.47645
31208,3409035.52151
31209,4184444.53523
31210,5902426.33766
31211,6245358.79097
31212,5169371.83738
31213,6376396.06814
31214,5686109.73278
31215,4792612.33705
31216,5809142.00587
31217,8067181.51325
31218,8648229.61194
31219,4008878.00632
31220,6525493.89273
31221,3875807.59295
31222,7238264.46224
31223,8083743.6064
31224,5676667.6857
31225,7885777.89981
31226,6493492.72146
31227,8116662.88697
31228,9020384.22589
31229,3832872.85992
31230,5569513.41972
31231,3909301.68599
31232,5515299.56576
31233,5606634.32668
31234,5536281.53868
31235,5480763.80845
31236,4474263.21877
31237,7674694.83474
31238,5849973.21559
31239,7335902.85161
31240,5982476.4492
31241,5818398.57246
31242,7752499.85366
31243,3781809.6834
31244,8027588.19734
31245,5066334.91944
31246,9039988.66816
31247,5213261.02192
31248,6481742.80869
31249,8082288.94841
31250,5852734.73491
31251,7525962.98533
31252,6510870.74344
31253,8874342.05899
31254,6479142.5999
31255,9539994.06254
31256,5574229.32072
31257,5234163.6979
31258,4396624.31045
31259,9084749.3126
31260,6852058.98277
31261,12703411.8145
31262,5769881.26079
31263,6460716.3936
31264,3813496.63546
31265,7147851.1943
31266,6569826.91527
31267,3851844.60425
31268,4720386.07271
31269,7895588.12126
31270,4069010.63935
31271,5270910.8854
31272,10820515.8311
31273,6334406.91244
31274,5138932.94897
31275,4196584.78632
31276,5275962.04073
31277,4073264.98583
31278,6888230.44318
31279,13011425.0733
31280,6943203.03401
31281,7526442.98693
31282,7605654.95316
31283,6487135.48703
31284,2213612.89089
31285,6071074.01921
31286,5741764.01947
31287,8032157.65122
31288,4234149.66993
31289,8788193.48442
31290,5886689.21905
31291,5556575.0266
31292,4032408.6251
31293,8081249.01136
31294,3822361.46999
31295,17104037.5009
31296,8659651.01608
31297,5686951.93557
31298,3741898.35707
31299,8090595.69394
31300,6558393.11569
31301,6945536.05613
31302,5732367.8729
31303,6880151.22995
31304,7556889.04922
31305,7812940.14799
31306,3093575.01156
31307,5584425.8789
31308,8610192.31683
31309,7830865.77542
31310,36869917.8046
31311,3769514.26099
31312,3969670.89448
31313,8499560.88614
31314,6072428.28054
31315,8206376.90095
31316,8243752.80998
31317,6669364.83037
31318,6778250.33031
31319,6034740.30903
31320,5636111.24682
31321,7921447.66958
31322,6312200.13112
31323,8223020.07028
31324,7653573.38528
31325,5152333.31449
31326,4676321.79695
31327,6932327.18289
31328,8854543.86435
31329,5536729.41596
31330,10987426.1194
31331,8929850.96267
31332,4570705.51656
31333,4853755.28108
31334,4727916.1232
31335,5970737.24184
31336,6728559.9155
31337,6327384.09312
31338,3077389.4972
31339,4585694.31927
31340,7038323.40257
31341,9518782.57585
31342,3651006.97555
31343,3647849.32129
31344,3547750.01969
31345,4977441.99713
31346,4014071.47708
31347,6825081.81308
31348,10713688.1473
31349,11113311.6528
31350,3643203.83389
31351,5324054.1179
31352,8400941.02032
31353,4430858.04087
31354,6645650.60869
31355,9012105.41333
31356,4481019.05665
31357,4867605.38793
31358,2727639.27771
31359,6402882.73722
31360,9686535.77218
31361,3933844.20961
31362,9905556.58443
31363,5391563.00964
31364,3325883.9978
31365,3669603.81697
31366,6601752.00535
31367,9965865.02015
31368,5397022.5422
31369,4764835.17095
31370,7463130.26949
31371,8389828.44206
31372,7645031.23665
31373,4234338.46983
31374,5752206.91743
31375,5392591.69661
31376,6448698.06082
31377,6820736.56658
31378,5232492.43149
31379,28310456.9591
31380,3765011.0151
31381,6977785.94261
31382,4400114.97036
31383,7687836.00705
31384,24383065.2567
31385,14714232.7202
31386,8017460.72281
31387,10778510.9344
31388,5066733.89312
31389,4520149.03132
31390,7762668.77943
31391,5168817.99483
31392,9688047.92498
31393,9783960.88097
31394,4899157.52248
31395,4158206.73206
31396,8328734.58533
31397,6540283.43268
31398,2570576.147
31399,11022206.2879
31400,3970153.82768
31401,8429486.55188
31402,7284490.9275
31403,4959341.24809
31404,2261511.88259
31405,4074982.16682
31406,6147317.66984
31407,3620112.2321
31408,6382351.88237
31409,4289039.57767
31410,6947680.67736
31411,7651745.2547
31412,10400382.0635
31413,7377475.91451
31414,4645478.24748
31415,15310924.8949
31416,6230742.28608
31417,4286145.09633
31418,6070726.69311
31419,7221891.39714
31420,9996692.67907
31421,5821681.46601
31422,5249576.03303
31423,7995523.89793
31424,13105197.1035
31425,4613567.02467
31426,4120416.24576
31427,4937507.95663
31428,7557389.20471
31429,12624454.0223
31430,4732729.17669
31431,5395717.80914
31432,4758893.92328
31433,4859925.77673
31434,3888497.52443
31435,8272517.23571
31436,10528168.5265
31437,12536067.0173
31438,7522356.03062
31439,9952618.15353
31440,5401547.55628
31441,5826877.40628
31442,7521576.0224
31443,11136831.2858
31444,4656821.38788
31445,7476020.36239
31446,9601108.2108
31447,5936699.14358
31448,4616369.06992
31449,6181583.43144
31450,6534015.47511
31451,7616416.36772
31452,10953328.3211
31453,2705536.91353
31454,4820929.24197
31455,6982074.34864
31456,4716910.68208
31457,5161293.67519
31458,16636017.5196
31459,6001101.3566
31460,4729660.91734
31461,3671819.44682
31462,3781471.58317
31463,5629352.06999
31464,7001127.63651
31465,3839222.48088
31466,47191039.8594
31467,3634445.54206
31468,12832243.2433
31469,4676810.69661
31470,5525988.98461
31471,6858713.09009
31472,2697697.31627
31473,6612700.79011
31474,3684566.48926
31475,5709466.03793
31476,16288152.2784
31477,5695025.5282
31478,3952809.93814
31479,6202000.34638
31480,7362240.54588
31481,7896121.76083
31482,7771811.29436
31483,6139718.90975
31484,6117816.60867
31485,4116525.83121
31486,2904277.63545
31487,3876444.02949
31488,7153757.92335
31489,7754958.78191
31490,4144343.41228
31491,3948906.2844
31492,8436153.80053
31493,10241177.7007
31494,5067891.22375
31495,3746952.51761
31496,7567352.07684
31497,4701373.86105
31498,6036840.84686
31499,6399037.43347
31500,8185901.2992
31501,6889957.78247
31502,9627987.23324
31503,5004548.65435
31504,7308590.91119
31505,21290688.9313
31506,6244302.45165
31507,7165930.3722
31508,5840990.43834
31509,5368135.70481
31510,6291118.39249
31511,4698525.06242
31512,5596231.10322
31513,19577214.3671
31514,14981044.0713
31515,2728648.2989
31516,6501956.9445
31517,4160095.00872
31518,7359028.79003
31519,5228188.09492
31520,5374836.04565
31521,3854582.1922
31522,4378546.59162
31523,6362829.9703
31524,7906188.31627
31525,7620093.85751
31526,5793170.10085
31527,7518883.24827
31528,3605639.24742
31529,4974083.14887
31530,5450253.88164
31531,7321269.94756
31532,5822438.50252
31533,6555956.26562
31534,7070111.46969
31535,8319587.37665
31536,6783215.02527
31537,4347228.56261
31538,5113436.00257
31539,3760813.7918
31540,8127604.71828
31541,2759022.75172
31542,4525792.21474
31543,3695928.74818
31544,4838518.4249
31545,7254306.58851
31546,12397132.1466
31547,4414115.1174
31548,4307037.69908
31549,5811395.20929
31550,4730432.72103
31551,5552087.72645
31552,5927360.52571
31553,4173347.7672
31554,7232496.12817
31555,3872512.68816
31556,6357466.24026
31557,4850132.02223
31558,9132873.62034
31559,2755971.80829
31560,6499722.05148
31561,6400408.94546
31562,27348136.1684
31563,3848902.95868
31564,8181981.42485
31565,6861516.77482
31566,4787028.14746
31567,17929567.8794
31568,7393318.2224
31569,6571726.20923
31570,6522931.86428
31571,4579786.17152
31572,3667789.36459
31573,4811062.11517
31574,8829915.36273
31575,5807929.72531
31576,7714784.14733
31577,5352574.16762
31578,6970595.81647
31579,5540500.08565
31580,6301913.20967
31581,4214682.0013
31582,5215300.5286
31583,6968852.3753
31584,4196001.1605
31585,5986758.86375
31586,12001534.5192
31587,9992340.02252
31588,9384769.60389
31589,3560815.70032
31590,6318005.08353
31591,3844170.77665
31592,8293434.4292
31593,6370526.82661
31594,7673784.99325
31595,3783955.53878
31596,3681918.71621
31597,4671065.79732
31598,3775660.66259
31599,7074682.79374
31600,6650714.43393
31601,11745155.3532
31602,5502240.73755
31603,9757971.47347
31604,3819526.36955
31605,4779520.80808
31606,6416161.22927
31607,7749750.54406
31608,5499200.09104
31609,4974960.5781
31610,7135074.04293
31611,5291980.93221
31612,5679444.74855
31613,4674213.35588
31614,11487041.0721
31615,8582661.36956
31616,10129019.6585
31617,3406194.53465
31618,7838359.60244
31619,8476095.57272
31620,4458531.82296
31621,4623525.45083
31622,30914968.9224
31623,8205645.21227
31624,4668693.55753
31625,8424558.41804
31626,5004134.66977
31627,6209114.64987
31628,7024427.3993
31629,6333722.19915
31630,4024138.24189
31631,6190835.53092
31632,9604292.9512
31633,4600823.0973
31634,9067173.65139
31635,7453988.54777
31636,5467700.4724
31637,5406955.29007
31638,6686687.32827
31639,3789699.71269
31640,6299835.75866
31641,3813097.9959
31642,2855142.88586
31643,6431946.93996
31644,7820436.76155
31645,4969791.2061
31646,8200076.29893
31647,4164841.41628
31648,8644755.13148
31649,5099851.37628
31650,4917080.82225
31651,7314458.97185
31652,5994175.15044
31653,5595002.47098
31654,4716947.10103
31655,4252183.70893
31656,17819615.3399
31657,6880762.11717
31658,4554746.54464
31659,5524953.36537
31660,4392204.58631
31661,5143301.1199
31662,7353899.07478
31663,3922461.30033
31664,3971333.25349
31665,4175908.62458
31666,3860602.59998
31667,7219712.25012
31668,6296306.47139
31669,6994492.60277
31670,7439049.32853
31671,4854639.91061
31672,7841340.85095
31673,5658044.69069
31674,7937172.31317
31675,8328839.54363
31676,6784501.16166
31677,4746009.53376
31678,4810473.51518
31679,8451833.10681
31680,5320352.74344
31681,6518773.61628
31682,3238522.54982
31683,6229584.03452
31684,5316119.15306
31685,3726592.15224
31686,10594104.7922
31687,8413765.85493
31688,10030888.8913
31689,3869395.84506
31690,5162057.96026
31691,3788762.71383
31692,4056196.07826
31693,6056689.85594
31694,6550105.05415
31695,7310395.44869
31696,3655484.22144
31697,5318053.5665
31698,3685059.32983
31699,4762587.2782
31700,4026576.4875
31701,9684277.59
31702,4721134.10836
31703,7320489.42354
31704,5300803.80146
31705,8178267.42865
31706,4478259.57274
31707,7923359.69522
31708,6888160.54127
31709,5401853.3624
31710,8574590.08738
31711,6632822.60796
31712,6418770.03997
31713,5793997.16643
31714,5364843.92742
31715,5465950.11433
31716,5228910.8123
31717,10026516.3627
31718,4959948.34913
31719,6372229.83725
31720,3643112.60554
31721,4793917.98529
31722,6414714.6021
31723,4663681.66797
31724,5956823.85609
31725,5028832.73615
31726,5144033.87973
31727,6241338.28623
31728,4394891.99895
31729,5020728.46363
31730,3645163.76148
31731,7013954.90381
31732,7912982.38869
31733,3836170.27722
31734,4463296.81503
31735,2866716.86748
31736,7140537.93369
31737,5237051.85823
31738,5772476.44021
31739,5010938.53502
31740,7160865.57641
31741,10458221.3046
31742,11774431.9728
31743,7177758.19865
31744,4619573.48145
31745,3830493.7031
31746,8900070.98221
31747,5037082.37392
31748,13987494.9973
31749,5343708.49258
31750,5731723.01164
31751,8362274.35422
31752,4071583.62386
31753,3819247.24701
31754,5174231.13646
31755,8604596.35186
31756,2431196.28996
31757,5045218.75813
31758,5928665.12419
31759,6469874.13176
31760,6081876.84869
31761,12144622.5447
31762,2595529.60686
31763,10339583.4197
31764,5281555.75375
31765,3899234.37199
31766,6048807.12231
31767,3795960.08056
31768,7924139.07229
31769,7295793.50012
31770,3623335.97277
31771,3844320.51054
31772,6808887.89543
31773,4918739.13046
31774,7031717.73432
31775,10149036.2003
31776,2352333.24072
31777,4601026.89748
31778,9360738.57297
31779,9342024.75347
31780,7198415.97067
31781,6957758.61593
31782,5262762.47934
31783,3693397.58425
31784,4216370.17851
31785,4136111.46901
31786,4630028.18694
31787,6468579.46701
31788,4272235.5429
31789,6105549.23601
31790,3846674.40023
31791,7812151.42633
31792,6509570.33161
31793,6877404.72471
31794,7096886.45145
31795,4459425.63332
31796,4471006.66686
31797,14592133.571
31798,6730870.51197
31799,5291010.22197
31800,5598022.50743
31801,3598888.85981
31802,6876581.6767
31803,7336874.73359
31804,2804671.12982
31805,3615305.09161
31806,6632385.82007
31807,6510413.00926
31808,7323483.88647
31809,4172106.46383
31810,3894617.80574
31811,7195798.08008
31812,5967834.40504
31813,6636845.84824
31814,5445736.68584
31815,6099503.76085
31816,4563715.5422
31817,3626683.98881
31818,5760592.20646
31819,5506314.29718
31820,9971083.28057
31821,7824833.02982
31822,3998691.3887
31823,4698408.66994
31824,3695799.62158
31825,4868266.0032
31826,5387292.41754
31827,4471927.38239
31828,4564687.92999
31829,7515016.27666
31830,4924003.91095
31831,3252031.43961
31832,10546930.7847
31833,9253414.07335
31834,5930532.1443
31835,4904704.53175
31836,7232784.03437
31837,3814143.91087
31838,7070231.75858
31839,4939382.63068
31840,7921131.728
31841,5323664.65796
31842,5217725.44769
31843,3648109.75991
31844,6444817.17335
31845,7318681.54736
31846,4643206.19658
31847,4476520.39578
31848,5459541.44589
31849,5994759.91984
31850,6178450.80751
31851,12115567.823
31852,6292366.94728
31853,9065568.43606
31854,6104174.61699
31855,5045312.71411
31856,5727865.47776
31857,7963326.1574
31858,10798768.765
31859,33448514.0757
31860,7452712.26669
31861,11050195.7507
31862,7737921.81991
31863,9573564.15057
31864,3618453.36535
31865,4147065.7837
31866,2872804.03251
31867,7202401.28731
31868,4914398.19141
31869,7422504.64391
31870,3631056.30237
31871,5003814.50318
31872,10583791.0625
31873,6384106.59571
